p_val	avg_log2FC	pct.1	pct.2	p_val_adj	gene	cluster
5.45940026663925e-238	1.18908371544059	0.793	0.559	1.04435051460649e-232	chr8-133522116-133576268	1
1.45295330080497e-229	1.14308050445283	0.795	0.572	2.77941248724186e-224	chr8-133447002-133520787	1
3.53678008106553e-194	1.53897212561029	0.636	0.317	6.7656480882735e-189	chr7-50745691-50794203	1
6.7602372013935e-154	1.74518424033527	0.499	0.197	1.29319281520337e-148	chr7-50701544-50726131	1
9.54751589324338e-127	3.49977516884371	0.246	0.027	1.8263825052821e-121	chr1-240595483-240598738	1
1.31544571882829e-116	2.38594375329466	0.304	0.069	2.51636873337539e-111	chr1-235072983-235075989	1
3.39658706521531e-111	3.01852996773346	0.239	0.034	6.49746726053298e-106	chr2-217896878-217900845	1
1.56864131314511e-96	3.281674807684	0.204	0.027	3.0007167135678e-91	chr1-169128528-169137890	1
3.61479135695555e-82	1.90438759307442	0.281	0.088	6.91487897837455e-77	chr8-144498322-144504619	1
3.74234251007966e-64	1.98011484858723	0.217	0.063	7.15887668123178e-59	chr5-134505642-134507182	1
1.84051671797562e-61	1.95163485765532	0.209	0.059	3.52079805048429e-56	chr12-124421632-124423962	1
4.49795827655796e-60	1.59638236714864	0.265	0.104	8.60432430555878e-55	chr11-134033351-134035782	1
2.60000815799481e-57	1.27748737922497	0.332	0.158	4.97365960575458e-52	chr1-207807156-207814549	1
1.91565380891329e-50	1.33055948485093	0.275	0.122	3.66453079722259e-45	chr8-61689509-61702623	1
2.50467758759553e-50	1.51033192102288	0.246	0.102	4.791297944415e-45	chr1-229886826-229889976	1
1.56196033028694e-49	1.66880749504313	0.213	0.077	2.98793639421911e-44	chr7-50597215-50603911	1
4.34946216351475e-47	0.822126918726384	0.497	0.359	8.3202601510739e-42	chr19-12994906-13019374	1
5.65007524854967e-44	1.59342359277281	0.201	0.076	1.08082549459606e-38	chr1-225841774-225851818	1
9.80601333435438e-42	1.46104416367109	0.207	0.082	1.87583151478199e-36	chr4-72567368-72570480	1
1.8310163702585e-39	0.91162272124826	0.375	0.235	3.5026244553223e-34	chr5-179817925-179834397	1
1.71580791085998e-38	1.05095963889722	0.309	0.175	3.2822375850005e-33	chr7-50669260-50682556	1
1.21459388158149e-30	1.02046969037453	0.263	0.148	2.3234452198325e-25	chr1-911121-922402	1
8.009123178518e-29	0.971746057690908	0.268	0.154	1.53209720931142e-23	chr12-101695649-101704100	1
2.84831008628584e-28	1.08856118434133	0.223	0.116	5.44864629645964e-23	chr16-15575557-15578260	1
7.694005545994e-28	0.570049733997015	0.498	0.402	1.47181709691538e-22	chr22-46040296-46065534	1
2.6670529519765e-24	0.759748317888988	0.342	0.241	5.10191227395392e-19	chr2-236569209-236586359	1
1.58790282673863e-23	0.925841249086732	0.238	0.14	3.03756283338139e-18	chr16-31450858-31455784	1
3.03782419187143e-23	0.969935028644919	0.216	0.12	5.81117540959854e-18	chr3-139533751-139536030	1
3.19283628791683e-23	1.01295285120566	0.205	0.112	6.10770424860762e-18	chr11-6566303-6569338	1
4.81114475236755e-23	0.694331973555602	0.347	0.242	9.20343124259398e-18	chr16-75249763-75255644	1
1.36244912413553e-22	0.963914336941839	0.225	0.132	2.60628342752383e-17	chr5-93579929-93586241	1
6.46991063111299e-22	0.927381987914875	0.233	0.141	1.23765508426813e-16	chr16-75108647-75112094	1
7.78120624405395e-21	0.901388859970933	0.21	0.12	1.48849806725006e-15	chr8-38733470-38736337	1
1.8339007981066e-20	0.785345964701788	0.269	0.174	3.50814219273005e-15	chr10-132417989-132422232	1
9.08862143100387e-20	0.816873948583795	0.245	0.155	1.73859874802245e-14	chr7-27344477-27348170	1
4.02497202060311e-18	0.768359102955283	0.257	0.17	7.69952997709251e-13	chr1-206684373-206694759	1
9.95023064667135e-18	0.788803364559784	0.227	0.144	1.90341942132435e-12	chr19-1097650-1099960	1
2.02643319723599e-16	0.624688683630858	0.342	0.261	3.87644512032061e-11	chr1-234956838-234964911	1
3.94700977208534e-15	0.739327119104723	0.218	0.142	7.55039287341294e-10	chr17-75556711-75560476	1
8.42084121294449e-15	0.635149186678939	0.279	0.198	1.610856398989e-09	chr2-2660738-2664385	1
9.670660992885e-15	0.726921117508291	0.219	0.144	1.84993942397294e-09	chr8-96493111-96495971	1
2.43281057090118e-14	0.769473808598195	0.208	0.137	4.65382065349971e-09	chr19-1256549-1263050	1
4.09799276402399e-14	0.651734653684708	0.248	0.172	7.83921427801205e-09	chr10-132516260-132520947	1
2.59161771463513e-11	0.652783966364951	0.201	0.139	4.95760919103413e-06	chr5-179677523-179680364	1
3.98566845846945e-11	0.678324420632258	0.208	0.146	7.62434462094454e-06	chr1-234530736-234535030	1
9.1662781641848e-10	0.547283656715342	0.235	0.175	0.000175345401513957	chr5-1879779-1884439	1
2.64908278273978e-09	0.471686847505355	0.295	0.238	0.000506753641841423	chr2-20446624-20451574	1
3.49677152099898e-09	0.538916826060006	0.233	0.175	0.00066891141133798	chr2-156331554-156335963	1
3.61430248892235e-09	0.359052403735646	0.475	0.439	0.000691394380315912	chr1-169104657-169127526	1
9.93991127226026e-09	0.503094194556368	0.24	0.184	0.00190144538691575	chr11-61488142-61490805	1
3.4345225666759e-08	0.433184855648675	0.283	0.226	0.006570035598697	chr4-78055747-78060022	1
1.70797019180616e-07	0.524904709608443	0.202	0.154	0.0326724449871367	chr1-206555236-206560716	1
2.31820680539799e-07	0.510571772712023	0.213	0.165	0.0443459052631803	chr14-23152753-23155921	1
2.54719461892852e-07	0.460095221455157	0.239	0.188	0.0487263047433312	chr3-80769198-80771951	1
8.1496088809505e-07	0.475621174885977	0.219	0.173	0.155897128127254	chr1-203316039-203318180	1
1.24001656507968e-06	0.471881131529821	0.22	0.175	0.237207728800352	chr7-55963922-55967588	1
1.32824671118075e-06	0.465307199246356	0.215	0.171	0.25408562636861	chr3-128384874-128386339	1
1.40786767863367e-06	0.478389865555851	0.22	0.176	0.269316639716549	chr21-36186337-36189294	1
3.47609442408911e-06	0.404379756931804	0.259	0.216	0.664956006761703	chr6-85671969-85680735	1
9.46856832552064e-06	0.438595552490312	0.227	0.187	1	chr12-120228037-120232589	1
9.78874157635079e-06	0.39931079599898	0.227	0.184	1	chr16-54285186-54287672	1
1.44419132988562e-05	0.457356610075421	0.203	0.165	1	chr1-236141000-236145578	1
1.5477291941418e-05	0.431326887014844	0.214	0.175	1	chr6-113969454-113972317	1
4.11336475404035e-05	0.383880968970482	0.233	0.195	1	chr6-165833903-165836151	1
4.22078772628595e-05	0.35289606515233	0.281	0.241	1	chr1-204492605-204495516	1
5.92568412706453e-05	0.398810829372279	0.206	0.171	1	chr6-96836141-96838162	1
6.85463927829197e-05	0.409789468869755	0.203	0.168	1	chr6-99519816-99522357	1
7.53734548590454e-05	0.291655373247035	0.32	0.284	1	chr17-74756743-74762368	1
0.000116385315358242	0.322553853886785	0.276	0.239	1	chr1-247330460-247337703	1
0.000165438130135736	0.379969528087059	0.215	0.181	1	chr3-121228645-121233412	1
0.000165780393308111	0.38519470860748	0.205	0.172	1	chr12-6228323-6233783	1
0.000266669187975281	0.347152937455361	0.211	0.175	1	chr10-69374730-69376487	1
0.000280459052875996	0.261921813913639	0.354	0.324	1	chr11-133925835-133929587	1
0.000361556251854868	0.36120005157782	0.206	0.174	1	chr10-110007695-110012274	1
