chr1	713715	714634
chr1	739933	740779
chr1	762025	763128
chr1	805010	805675
chr1	839483	840784
chr1	858978	861226
chr1	868092	869091
chr1	876730	877431
chr1	894108	895238
chr1	895763	897087
chr1	901573	902952
chr1	934220	937501
chr1	940369	941195
chr1	948402	949301
chr1	955124	956664
chr1	975776	976317
chr1	1002724	1004426
chr1	1004524	1005197
chr1	1009024	1010234
chr1	1051071	1052041
chr1	1089205	1089760
chr1	1097620	1099622
chr1	1099642	1101394
chr1	1165932	1168322
chr1	1172476	1173324
chr1	1176138	1176689
chr1	1207283	1209826
chr1	1217003	1217867
chr1	1242313	1245079
chr1	1253577	1254140
chr1	1259614	1260190
chr1	1260756	1260879
chr1	1260883	1261269
chr1	1264914	1265238
chr1	1268173	1268569
chr1	1279068	1280428
chr1	1282890	1283939
chr1	1284040	1285345
chr1	1290204	1290714
chr1	1290723	1291258
chr1	1310027	1311289
chr1	1334037	1335753
chr1	1337365	1337902
chr1	1341716	1343101
chr1	1343147	1343530
chr1	1368340	1369339
chr1	1370539	1371562
chr1	1371563	1372124
chr1	1376174	1376685
chr1	1406219	1407395
chr1	1440116	1440810
chr1	1441389	1441693
chr1	1446241	1448137
chr1	1508545	1510883
chr1	1534590	1535302
chr1	1545295	1546093
chr1	1549636	1551157
chr1	1551358	1552065
chr1	1590224	1590697
chr1	1623693	1624839
chr1	1655528	1656152
chr1	1689620	1691363
chr1	1708467	1708798
chr1	1709098	1710904
chr1	1713447	1715016
chr1	1760074	1760489
chr1	1764774	1765315
chr1	1772855	1773506
chr1	1789914	1791184
chr1	1821155	1821945
chr1	1822622	1823652
chr1	1823702	1824686
chr1	1837476	1838200
chr1	1839823	1841027
chr1	1849760	1851285
chr1	1933207	1933935
chr1	1975857	1976858
chr1	1980494	1981286
chr1	1981335	1981363
chr1	1981405	1982521
chr1	2013335	2014114
chr1	2120572	2122502
chr1	2125965	2126927
chr1	2130224	2130616
chr1	2139407	2140237
chr1	2158761	2159673
chr1	2159928	2160158
chr1	2160216	2161364
chr1	2161405	2163251
chr1	2169968	2170498
chr1	2179046	2179777
chr1	2179848	2180784
chr1	2181853	2182490
chr1	2182698	2182715
chr1	2182918	2183712
chr1	2189509	2189822
chr1	2322594	2323728
chr1	2341803	2343081
chr1	2343118	2345327
chr1	2369364	2370133
chr1	2412032	2412775
chr1	2454478	2455043
chr1	2457023	2457820
chr1	2457832	2458521
chr1	2458600	2459908
chr1	2472719	2473561
chr1	2477150	2478701
chr1	2479863	2480731
chr1	2514997	2515930
chr1	2517513	2519045
chr1	2524079	2524640
chr1	3097518	3098026
chr1	3250324	3250918
chr1	3251854	3252377
chr1	3370388	3371991
chr1	3445741	3446399
chr1	3447765	3448629
chr1	3463745	3464525
chr1	3470070	3470539
chr1	3481833	3482254
chr1	3503512	3504159
chr1	3527609	3528205
chr1	3541054	3542371
chr1	3566097	3566833
chr1	3584882	3585914
chr1	3688490	3688741
chr1	3692522	3692951
chr1	3697397	3698117
chr1	3711448	3712234
chr1	3712235	3713873
chr1	3773414	3775332
chr1	3809260	3809924
chr1	3816390	3818226
chr1	3827305	3827963
chr1	4287928	4288589
chr1	4656852	4657754
chr1	4789933	4790717
chr1	5159584	5160108
chr1	5611689	5612143
chr1	5658025	5658853
chr1	5787241	5788468
chr1	6034907	6035727
chr1	6045970	6046510
chr1	6051333	6052025
chr1	6052035	6053172
chr1	6085912	6086864
chr1	6118461	6119152
chr1	6187327	6188317
chr1	6217850	6218703
chr1	6258681	6260309
chr1	6265811	6267030
chr1	6295206	6296176
chr1	6305040	6305580
chr1	6355117	6355571
chr1	6362613	6363481
chr1	6403659	6404096
chr1	6411656	6412210
chr1	6452891	6454721
chr1	6546530	6547076
chr1	6549819	6551121
chr1	6557537	6557982
chr1	6613979	6614953
chr1	6639445	6640689
chr1	6660809	6663223
chr1	6672853	6674154
chr1	6675184	6675613
chr1	6683077	6683928
chr1	6684940	6686153
chr1	6761128	6762459
chr1	6843930	6845547
chr1	7058043	7058907
chr1	7258568	7259551
chr1	7283472	7284148
chr1	7399747	7400436
chr1	7634289	7634899
chr1	7708929	7709411
chr1	7727594	7728056
chr1	7740096	7741386
chr1	7830979	7831316
chr1	7831319	7832039
chr1	7843861	7844799
chr1	8013794	8014914
chr1	8020813	8022426
chr1	8030663	8031687
chr1	8035220	8035834
chr1	8064704	8065530
chr1	8077313	8078203
chr1	8086051	8086866
chr1	8121232	8121923
chr1	8143700	8144890
chr1	8229509	8230638
chr1	8234324	8234698
chr1	8241764	8243125
chr1	8318879	8320187
chr1	8424485	8424974
chr1	8468867	8469718
chr1	8472129	8473071
chr1	8475466	8476550
chr1	8484357	8485182
chr1	8495477	8496055
chr1	8542982	8544130
chr1	8585582	8586660
chr1	8631303	8631868
chr1	8689308	8690409
chr1	8703863	8704775
chr1	8761346	8764324
chr1	8764452	8765138
chr1	8847098	8847641
chr1	8876516	8878493
chr1	8936832	8937416
chr1	8937443	8939895
chr1	8940086	8940567
chr1	8950140	8950644
chr1	9061687	9062570
chr1	9188599	9189334
chr1	9189504	9190057
chr1	9220933	9222673
chr1	9241808	9243100
chr1	9294492	9295414
chr1	9298559	9299091
chr1	9302513	9303098
chr1	9304525	9305137
chr1	9352521	9352843
chr1	9444562	9445620
chr1	9488639	9489398
chr1	9496184	9496913
chr1	9590893	9591696
chr1	9597754	9598693
chr1	9598728	9600451
chr1	9613620	9614377
chr1	9615488	9616543
chr1	9648471	9649917
chr1	9666949	9667577
chr1	9686984	9687743
chr1	9747113	9747609
chr1	9748967	9749511
chr1	9806698	9807620
chr1	9883553	9884093
chr1	9885156	9885992
chr1	9895833	9896819
chr1	9902655	9904288
chr1	9960511	9961206
chr1	9969227	9971201
chr1	10002655	10003720
chr1	10092449	10093562
chr1	10105879	10106860
chr1	10177039	10177922
chr1	10269936	10272421
chr1	10458406	10460329
chr1	10489912	10491029
chr1	10498542	10499459
chr1	10531886	10533122
chr1	10534721	10535230
chr1	10569914	10570639
chr1	10695191	10696735
chr1	10696755	10697626
chr1	10701803	10702858
chr1	10712496	10713188
chr1	10725821	10726510
chr1	10735011	10735538
chr1	10739631	10740332
chr1	10774353	10774972
chr1	10783506	10783615
chr1	10783684	10785012
chr1	10786274	10787079
chr1	10821729	10822219
chr1	10825946	10826718
chr1	10834669	10835331
chr1	10836338	10837079
chr1	10838932	10839625
chr1	10853251	10854945
chr1	10856343	10857275
chr1	10862305	10862903
chr1	10864147	10864815
chr1	10927164	10927797
chr1	11022300	11022876
chr1	11028327	11028735
chr1	11071966	11073557
chr1	11118476	11118928
chr1	11119011	11121020
chr1	11159296	11159710
chr1	11159772	11160444
chr1	11194316	11194733
chr1	11212196	11212842
chr1	11230097	11230730
chr1	11322313	11323250
chr1	11333112	11334251
chr1	11540314	11540514
chr1	11610655	11611116
chr1	11677354	11677780
chr1	11705751	11706201
chr1	11724046	11724373
chr1	11740707	11741414
chr1	11779698	11780283
chr1	11795828	11798020
chr1	11865027	11866776
chr1	11898705	11899052
chr1	11968499	11969408
chr1	11969419	11969965
chr1	11985876	11986465
chr1	11989551	11990397
chr1	11994505	11995355
chr1	12028998	12029855
chr1	12039833	12040997
chr1	12079225	12079934
chr1	12109524	12110076
chr1	12184844	12185233
chr1	12203434	12204298
chr1	12248747	12249281
chr1	12290942	12291620
chr1	12292177	12292783
chr1	12441240	12442149
chr1	12535205	12536819
chr1	12538028	12538943
chr1	12556412	12556991
chr1	12655596	12656548
chr1	12675764	12676092
chr1	12676130	12676578
chr1	13795521	13796215
chr1	13870391	13871045
chr1	13946087	13946369
chr1	13988909	13989487
chr1	14026414	14027382
chr1	14074876	14076667
chr1	14085416	14086163
chr1	14125802	14126607
chr1	14421466	14422223
chr1	14461426	14462220
chr1	14585589	14586059
chr1	15064001	15065260
chr1	15282135	15283009
chr1	15611200	15611743
chr1	15736034	15736672
chr1	15850990	15851692
chr1	15852926	15853732
chr1	15943583	15944667
chr1	15952045	15952278
chr1	15952364	15952592
chr1	16159626	16160216
chr1	16160519	16162991
chr1	16175578	16176832
chr1	16502301	16502811
chr1	16533080	16533800
chr1	16562470	16563152
chr1	16563160	16564118
chr1	16575008	16575637
chr1	16678887	16679475
chr1	16693590	16694477
chr1	16766891	16767421
chr1	16825216	16825744
chr1	16840272	16840928
chr1	16930202	16931403
chr1	16934384	16935338
chr1	16938446	16940820
