p_val	avg_log2FC	pct.1	pct.2	p_val_adj	gene	cluster
4.93254785441593e-197	4.09222434427457	0.366	0.024	9.4356680926264e-192	chr1-240595483-240598738	1
2.97573386895397e-187	2.75172178531587	0.436	0.068	5.6924003472768e-182	chr1-235072983-235075989	1
7.77849301548202e-151	3.70473002243534	0.304	0.024	1.48797904290362e-145	chr1-202106870-202109160	1
2.6598535642116e-136	3.72365640950135	0.28	0.024	5.08814027712293e-131	chr5-91365343-91375321	1
8.65836283298864e-130	2.88043820513828	0.312	0.045	1.65629285977373e-124	chr8-138788827-138792802	1
3.66659822827709e-121	3.09261047681911	0.281	0.035	7.01398241480038e-116	chr1-54272636-54275868	1
3.37157540960957e-120	6.95406056840794	0.209	0.002	6.44962146405852e-115	chr11-3041382-3044477	1
1.65403283414104e-114	3.04907438786936	0.269	0.034	3.16406556974177e-109	chr2-217896878-217900845	1
8.49788244380397e-113	2.1301131402893	0.352	0.081	1.62559392420504e-107	chr1-226944283-226947333	1
1.25596314822685e-112	0.960968876808636	0.72	0.447	2.40258214476907e-107	chr1-155123709-155137365	1
2.56033042773324e-107	1.91671426854302	0.372	0.101	4.89775848842803e-102	chr1-229886826-229889976	1
1.11363684135694e-105	2.23234689561655	0.318	0.068	2.13032045930534e-100	chr8-144498322-144504619	1
3.53410007040882e-102	4.12983882538237	0.206	0.013	6.76052138868785e-97	chr17-66975307-66979103	1
2.49956138199265e-100	2.40059258970789	0.287	0.055	4.78151095006901e-95	chr3-186974357-186977916	1
3.05730970157337e-100	2.65482978071996	0.26	0.039	5.84845002052776e-95	chr1-184789957-184794743	1
8.28088505235052e-100	1.23917303353876	0.548	0.254	1.58408362520434e-94	chr1-234956838-234964911	1
9.41419615077049e-97	4.58678150625101	0.188	0.009	1.80087923846549e-91	chr11-58922305-58925243	1
3.56418100500096e-95	1.47390008349666	0.444	0.17	6.81806441170653e-90	chr1-206684373-206694759	1
7.2203892793279e-90	3.02429731454175	0.217	0.027	1.38121714679975e-84	chr1-107680397-107684757	1
1.08364122848598e-87	12.0548507946683	0.152	0	2.07294065161997e-82	chr10-132630861-132632678	1
1.89913120960936e-87	11.9134866328795	0.152	0	3.63292405611013e-82	chr1-72692869-72694344	1
1.6402949119444e-86	1.54037711199328	0.388	0.134	3.13778574885493e-81	chr1-207807156-207814549	1
1.8955114494372e-86	2.41730273381737	0.249	0.046	3.62599967208639e-81	chr12-109914079-109916250	1
6.30315264397479e-86	2.1629913316356	0.279	0.066	1.20575528187651e-80	chr4-183987156-183990082	1
2.43716726462955e-84	1.83636577263696	0.315	0.088	4.66215474720045e-79	chr6-81751940-81754504	1
3.12868438537217e-82	4.35251698200533	0.164	0.009	5.98498550815385e-77	chr6-39083164-39087389	1
2.6221994633009e-81	3.57711451672363	0.179	0.016	5.01611024132682e-76	chr18-12009398-12013862	1
2.81223703751718e-80	2.75644145845619	0.21	0.032	5.37964071854811e-75	chr10-43025691-43028889	1
3.60834842609329e-80	5.11207144472589	0.152	0.005	6.9025540382109e-75	chr17-81854628-81856741	1
6.18080564294748e-78	4.68413467005978	0.154	0.008	1.18235103466199e-72	chr16-31112447-31115060	1
7.65515889859449e-78	3.40341947002176	0.176	0.017	1.46438596634774e-72	chr1-177274361-177277083	1
4.35752660248696e-77	3.35836637071928	0.176	0.018	8.33568693896141e-72	chr20-43557463-43560053	1
7.38898431313529e-77	2.61073771655907	0.207	0.032	1.4134683651969e-71	chr6-41712232-41714063	1
4.06619195375313e-76	3.08231494307457	0.185	0.023	7.7783812360125e-71	chr1-207844711-207846394	1
1.16729579502966e-75	2.29448956931282	0.233	0.048	2.23296681814404e-70	chr1-9835303-9836969	1
4.23673908154666e-75	3.35673093447801	0.174	0.018	8.10462765865387e-70	chr15-42023942-42025775	1
4.55536596547914e-75	2.37554685175542	0.224	0.043	8.71414177000366e-70	chr12-124678977-124680444	1
7.89620950516198e-75	2.246177487993	0.238	0.052	1.51049750108046e-69	chr7-151921843-151926645	1
1.05537414132368e-74	1.68101866319403	0.316	0.101	2.01886740990373e-69	chr8-144513836-144518897	1
1.75481927596698e-74	2.38801279111545	0.219	0.041	3.35686398576827e-69	chr1-148387938-148389422	1
1.25295951302003e-73	0.870652289435526	0.626	0.383	2.39683637083653e-68	chr6-73511670-73522485	1
1.98771634018584e-72	2.27890783472029	0.221	0.043	3.8023820957951e-67	chr1-230750644-230753225	1
2.11119833192184e-71	2.23589448544642	0.229	0.051	4.03859573706656e-66	chr1-222659643-222668317	1
2.51380701014728e-71	3.161230008946	0.172	0.02	4.80876198199113e-66	chr6-82363164-82365785	1
1.26128367610822e-70	3.90283348946635	0.152	0.012	2.41275999537445e-65	chr1-175519923-175522013	1
3.6764525925941e-70	1.93465008764165	0.26	0.071	7.03283322247695e-65	chr1-217076183-217079144	1
4.62282350678328e-69	2.19571117782965	0.22	0.046	8.84318399906601e-64	chr1-10665610-10670704	1
5.09949455904416e-69	3.12685639991781	0.166	0.019	9.75502712177793e-64	chr19-38003103-38005329	1
5.87766196907034e-69	1.64718575823471	0.291	0.088	1.12436146871134e-63	chr7-75611216-75612593	1
1.11227426021978e-67	1.41196436857642	0.34	0.123	2.12771392334482e-62	chr1-234530736-234535030	1
2.5713256666815e-67	2.03892017747462	0.236	0.059	4.91879172082171e-62	chr1-223737327-223741426	1
4.51139963843069e-67	1.61476246361253	0.293	0.092	8.6300368243396e-62	chr1-234996875-234998910	1
6.53155707838488e-67	2.74109686173325	0.178	0.027	1.24944767975256e-61	chr1-162371696-162374524	1
1.41754113213568e-66	1.48225270538371	0.324	0.114	2.71167113330763e-61	chr5-91024015-91029174	1
3.23860784991155e-66	2.38311294894994	0.204	0.043	6.1952625004098e-61	chr1-93962676-93966397	1
4.11566971658588e-66	1.55255975224682	0.304	0.101	7.8730292276458e-61	chr16-15575557-15578260	1
1.13011728529412e-65	2.35360293733778	0.201	0.04	2.16184655973054e-60	chr17-50949496-50951339	1
2.55407191038222e-65	2.18121152328576	0.213	0.047	4.88578632024657e-60	chr1-241615147-241616964	1
3.18190703538803e-65	3.25792584571269	0.156	0.018	6.08679724427519e-60	chr6-53614623-53616765	1
4.83574557999609e-65	1.89214644589219	0.25	0.07	9.25049114979771e-60	chr1-7571949-7575158	1
1.24535502552256e-64	2.7701957507005	0.171	0.025	2.38228944252312e-59	chr9-107748829-107751356	1
4.9438285934082e-63	2.33573634825482	0.197	0.042	9.45724746947429e-58	chr6-110595873-110599282	1
5.29282583573421e-63	1.83022767611951	0.246	0.069	1.01248582542094e-57	chr12-124421632-124423962	1
5.45857316785581e-63	2.46481046370609	0.186	0.035	1.04419229557181e-57	chr16-75243802-75246325	1
1.43395415084672e-62	1.97102959392903	0.228	0.059	2.74306825332072e-57	chr1-232377343-232379921	1
1.47615030232646e-62	2.25185342868896	0.2	0.043	2.82378695933237e-57	chr17-39631114-39633533	1
6.93286697903867e-62	3.02533770638754	0.152	0.018	1.32621585588822e-56	chr13-112901392-112904078	1
1.64713166642373e-61	2.44543524846729	0.182	0.033	3.15086404996862e-56	chr1-179090422-179093145	1
3.34043588988921e-61	1.92866780759329	0.225	0.058	6.39005343120466e-56	chr1-226697047-226699233	1
4.98634905422363e-61	2.36417215953459	0.186	0.036	9.53858655978655e-56	chr1-225815777-225818688	1
9.38401072583973e-61	2.46398662004902	0.177	0.031	1.79510494778879e-55	chr1-1157278-1159120	1
1.15796832756382e-60	1.36435968212972	0.34	0.139	2.21512393252994e-55	chr1-169128528-169137890	1
1.28226383590192e-60	1.78440378124514	0.245	0.071	2.45289378225021e-55	chr4-140236827-140239182	1
