p_val	avg_log2FC	pct.1	pct.2	p_val_adj	gene	cluster
3.89651953496855e-11	3.13306570968791	0.509	0.075	7.45380807922273e-06	chr1-235072983-235075989	3
7.58293919951008e-10	1.60520892749983	0.685	0.262	0.000145057077123108	chr1-234956838-234964911	3
5.38202189695221e-09	5.17838002419789	0.358	0.013	0.00102954849675558	chr1-240595483-240598738	3
6.98818646857094e-08	0.903138160440804	0.818	0.575	0.0133679814231881	chr1-234598963-234614380	3
3.77619845917887e-07	4.77258807317437	0.291	0.013	0.0722364108050163	chr1-184789957-184794743	3
6.43718372243811e-07	1.51168405859294	0.552	0.225	0.123139462300008	chr1-206684373-206694759	3
7.80907175198324e-07	3.93137945481457	0.297	0.025	0.149382857172388	chr1-54272636-54275868	3
8.79094305802333e-07	12.2206353648111	0.255	0	0.168165466134152	chr1-9835303-9836969	3
9.56411222108888e-07	2.235414258524	0.4	0.088	0.182955728322098	chr1-229886826-229889976	3
2.37725571094901e-06	4.56964951696039	0.261	0.013	0.45475475397028	chr2-217896878-217900845	3
2.89382049850885e-06	2.11812941625594	0.382	0.075	0.553570498441752	chr1-225879600-225883670	3
3.03289822914691e-06	1.87247022436037	0.418	0.112	0.580175233846429	chr8-144498322-144504619	3
3.04434973984516e-06	3.57417448282366	0.279	0.025	0.58236583913394	chr5-91024015-91029174	3
3.53963028240999e-06	12.3695793128187	0.23	0	0.677110035243336	chr3-194312092-194314303	3
4.34034743614034e-06	2.51179314206773	0.321	0.05	0.83028242244903	chr16-15575557-15578260	3
4.60804130258296e-06	2.26347035642051	0.358	0.075	0.881490652936305	chr1-225874878-225876405	3
4.98365077848198e-06	12.1438432761702	0.224	0	0.953342492018932	chr11-3041382-3044477	3
5.90054576052065e-06	0.805235951226937	0.776	0.512	1	chr1-155123709-155137365	3
8.70849545597587e-06	3.05487322070771	0.279	0.038	1	chr1-10665610-10670704	3
8.77083304519301e-06	2.75879252020341	0.297	0.05	1	chr1-232377343-232379921	3
8.98602099726884e-06	2.66309962696117	0.303	0.05	1	chr1-230823925-230826300	3
9.32099887594542e-06	2.87326652984769	0.285	0.038	1	chr13-44401441-44406218	3
1.0085087082768e-05	3.26123021345094	0.273	0.038	1	chr4-140236827-140239182	3
1.01058563591448e-05	1.46610334151097	0.491	0.212	1	chr1-226132433-226136239	3
1.03021319735463e-05	2.65495424147893	0.309	0.062	1	chr1-226669828-226673024	3
1.20004520023877e-05	2.46646402409753	0.315	0.062	1	chr1-226675154-226678090	3
1.30126071720351e-05	2.73599494362141	0.291	0.05	1	chr1-212146611-212148332	3
1.37160839115717e-05	12.2739137326252	0.206	0	1	chr1-204882069-204884197	3
1.37160839115717e-05	12.7513543684681	0.206	0	1	chr10-133364454-133366030	3
1.50540016937742e-05	3.17414061402783	0.267	0.038	1	chr1-241615147-241616964	3
1.54121700266536e-05	1.5691331758079	0.436	0.162	1	chr10-132516260-132520947	3
1.54340862204047e-05	2.80663613055351	0.285	0.05	1	chr1-228086777-228093662	3
1.56743473531449e-05	3.65721372806281	0.248	0.025	1	chr9-107748829-107751356	3
1.62436262495749e-05	3.06472698880545	0.267	0.038	1	chr16-75243802-75246325	3
1.91345350836205e-05	12.5062797901963	0.2	0	1	chr1-107597217-107599906	3
1.92125997445941e-05	2.83635470580208	0.273	0.038	1	chr14-103126595-103129776	3
2.25718214027974e-05	3.17734009309168	0.248	0.025	1	chr1-107680397-107684757	3
2.66347414393518e-05	12.3848783454169	0.194	0	1	chr10-28938521-28941133	3
2.66876381280282e-05	3.58184513195596	0.236	0.025	1	chr1-177274361-177277083	3
3.17605065766042e-05	1.85600580831467	0.394	0.15	1	chr1-234530736-234535030	3
3.4553246368603e-05	3.7135960248607	0.218	0.013	1	chr8-135513919-135516615	3
3.69947801995912e-05	12.0511897136837	0.188	0	1	chr1-33985426-33987160	3
3.69947801995912e-05	12.1810954075077	0.188	0	1	chr3-18841196-18844376	3
3.69947801995912e-05	12.2280870682975	0.188	0	1	chr9-1200375-1201759	3
3.69947801995912e-05	11.923405249792	0.188	0	1	chr18-12009398-12013862	3
3.93384949482025e-05	3.18015769859971	0.236	0.025	1	chr5-171436503-171437943	3
